"","rules","support","confidence","coverage","lift","count"
"30","{Crucifixo=Adutor} => {Afundo=LegPress}",0.0789473684210526,1,0.0789473684210526,12.6666666666667,3
"31","{Gemeos=LegPress} => {Afundo=Afundo}",0.0789473684210526,1,0.0789473684210526,7.6,3
"32","{Gemeos=LegPress} => {LegPress=Gemeos}",0.0789473684210526,1,0.0789473684210526,7.6,3
"33","{Afundo=Agachamento} => {Gemeos=Gemeos}",0.0789473684210526,1,0.0789473684210526,6.33333333333333,3
"34","{Afundo=Agachamento} => {LegPress=LegPress}",0.0789473684210526,1,0.0789473684210526,2.71428571428571,3
"35","{Afundo=Agachamento} => {Crucifixo=}",0.0789473684210526,1,0.0789473684210526,2.375,3
"36","{Gemeos=Gemeos} => {LegPress=LegPress}",0.131578947368421,0.833333333333333,0.157894736842105,2.26190476190476,5
"37","{Gemeos=AgachamentoSmith} => {Crucifixo=Esteira}",0.210526315789474,0.8,0.263157894736842,2.53333333333333,8
"38","{Gemeos=AgachamentoSmith} => {Afundo=Bicicleta}",0.210526315789474,0.8,0.263157894736842,2.53333333333333,8
"39","{Gemeos=AgachamentoSmith} => {LegPress=Extensor}",0.236842105263158,0.9,0.263157894736842,2.63076923076923,9
"40","{Crucifixo=Esteira} => {Afundo=Bicicleta}",0.263157894736842,0.833333333333333,0.315789473684211,2.63888888888889,10
"41","{Afundo=Bicicleta} => {Crucifixo=Esteira}",0.263157894736842,0.833333333333333,0.315789473684211,2.63888888888889,10
"42","{Crucifixo=Esteira} => {LegPress=Extensor}",0.289473684210526,0.916666666666667,0.315789473684211,2.67948717948718,11
"43","{LegPress=Extensor} => {Crucifixo=Esteira}",0.289473684210526,0.846153846153846,0.342105263157895,2.67948717948718,11
"44","{Afundo=Bicicleta} => {LegPress=Extensor}",0.315789473684211,1,0.315789473684211,2.92307692307692,12
"45","{LegPress=Extensor} => {Afundo=Bicicleta}",0.315789473684211,0.923076923076923,0.342105263157895,2.92307692307692,12
"46","{Afundo=} => {Gemeos=}",0.342105263157895,1,0.342105263157895,2.92307692307692,13
"47","{Gemeos=} => {Afundo=}",0.342105263157895,1,0.342105263157895,2.92307692307692,13
"48","{Afundo=} => {Crucifixo=}",0.342105263157895,1,0.342105263157895,2.375,13
"49","{Crucifixo=} => {Afundo=}",0.342105263157895,0.8125,0.421052631578947,2.375,13
"50","{Gemeos=} => {Crucifixo=}",0.342105263157895,1,0.342105263157895,2.375,13
